10  5.86231  -1.5472 -1.70231
15    6.7075  -5.31269 -0.236054
22  12.7869 -8.15014 0.152196
47  35.0969 -2.62271 -1.19346
56   38.536    -11.8 -1.06363
71  36.4969 -6.86994 0.449211
94  55.6119 -1.39827 0.464012
105  50.6837 -3.64817 -1.56021
122  58.6618 -16.9829  -2.3756
135   60.1338  -17.7757 -0.652521
140  64.3154 -17.4713 0.748288
