0 0.307754        0        0
1    1.4444 -0.000178  0.001782
2   2.57947  0.002717 -0.005163
3    3.7055 -0.005537  0.014072
4  4.84333 0.011269 0.020217
5   5.67819 -0.323311 -0.813442
6   5.95304 -0.680071 -0.946478
7  5.86231  -1.5472 -1.70231
8  5.68141 -2.76978 -1.67435
9  5.52542 -3.99357 -1.58846
10  5.59013 -4.62339 -1.21573
11   6.03714  -5.13405 -0.678533
12    6.7075  -5.31269 -0.236054
13   7.19254  -5.45032 -0.225088
14   8.21155   -5.8914 -0.722628
15   9.19755  -6.59389 -0.592865
16   10.1988   -7.2821 -0.556177
17   11.0882  -7.79106 -0.283054
18   11.8703  -8.02431 -0.229727
19  12.7869 -8.15014 0.152196
20  13.6888 -7.72807 0.563598
21  14.6439 -7.06644 0.569743
22  15.4261 -6.52355 0.479071
23  16.3435 -6.10279  0.43368
24  17.3628 -5.57794 0.422372
25   17.827 -5.31842 0.403383
26  18.7743 -4.87249 0.490774
27  19.6223 -4.09731  0.69388
28  20.3965 -3.47736 0.675981
29  21.2152 -3.02803 0.488005
30  22.3394 -2.38076 0.378199
31  23.0662 -2.20256 0.190498
32  24.1697 -2.07805  0.20537
33  24.8359 -1.93073  0.17446
34   25.7393  -1.94413 -0.044138
35   26.6847  -2.10529 -0.243662
36   27.7592  -2.44908 -0.298011
37   28.7353  -2.63341 -0.043156
38   29.8487  -2.67879 -0.045738
39  30.8811 -2.72607 0.023927
40  31.2732 -2.64132 0.245805
41  32.3685 -2.32744 0.234497
42  33.4685 -2.02485 0.180011
43   34.5229  -2.05398 -0.063009
44  35.0969 -2.62271 -1.19346
45  35.4981 -3.79614 -1.28118
46  35.8288 -4.97655  -1.3143
47    36.13 -6.16112 -1.33175
48  36.5716 -6.48243 0.332915
49  36.4281 -7.33057 -1.24351
50  36.9323 -8.48741 -1.13442
51   37.441 -9.61196 -1.12828
52   37.967 -10.7017 -1.08286
53   38.536    -11.8 -1.06363
54   39.1717  -12.8411 -0.978942
55  39.8498 -13.8542 -0.97716
56   40.2055  -14.5689 -0.916333
57   39.4749  -13.5907 -0.967195
58  38.8214 -12.6573 -1.01109
59  38.1648 -11.6159 -1.02239
60  37.5177  -10.662 -1.04243
61  36.7342 -9.43437 -1.02756
62  36.4174 -8.91018 -1.02577
63  35.7924 -7.95816  -1.0109
64  35.3753 -7.02227 -1.15053
65  34.8745 -5.98135 -1.12693
66   35.3557  -6.89222 -0.861359
67  36.1946 -7.07156 0.407495
68  36.4969 -6.86994 0.449211
69  36.8366 -6.69107 0.543845
70  37.4241 -6.10604 0.598994
71  38.4056 -5.67126 0.441467
72  39.4124 -5.14485 0.421432
73  40.4189 -4.60362 0.479937
74  41.4028 -4.03188 0.481719
75  42.5143 -3.61897 0.235948
76  42.8074 -3.50979  0.28974
77  43.8775 -3.13512 0.329985
78  44.9332 -2.74474 0.318677
79  45.7046 -2.47461 0.294278
80  46.7606 -2.15559 0.266845
81  47.6703 -2.18532 -0.09922
82   48.5729  -2.31086 -0.074129
83  49.2166 -2.07238 0.503827
84  49.5895 -1.97921 0.181014
85  50.6004 -1.79496 0.141508
86  51.2525 -2.24614 -0.60082
87   51.7985   -2.5446 -0.143127
88  52.7233 -2.42534 0.227411
89   53.811 -2.12129  0.27719
90  54.7425 -1.78047 0.363774
91  55.6119 -1.39827 0.464012
92   56.6191 -0.879907  0.426525
93   57.6287 -0.489928  0.428306
94   57.4068 -0.656012  0.534808
95  56.9228 -0.91136  0.47114
96  56.1493 -1.28435  0.35594
97  55.1777 -1.64239 0.364646
98  54.0623 -2.14742 0.416023
99  53.0561 -2.52005 0.334278
100  52.0685 -2.77779  0.13432
101   51.0895  -2.68498 -0.249078
102  50.6837 -3.64817 -1.56021
103    50.74 -4.85185 -1.47988
104  50.8465 -6.07041 -1.45192
105  50.9716 -7.27072 -1.43705
106   51.107 -8.29412 -1.42063
107  51.3757 -9.30997 -1.14987
108  51.8768 -10.4274   -1.135
109   52.4636  -11.4669 -0.997953
110   53.4699   -12.388 -0.673285
111   53.8009  -12.6335 -0.612018
112    54.736   -13.322 -0.556275
113   55.7983  -13.9705 -0.558857
114   56.4832  -14.4532 -0.557075
115    57.436  -15.0965 -0.542203
116   58.2253  -15.7218 -0.880761
117   58.9998  -16.4625 -0.722397
118  58.2375 -17.3291 -2.34684
119  58.6618 -16.9829  -2.3756
120  57.9133  -17.678 -2.33223
121  57.0642 -18.5795 -2.28913
122  56.2526 -19.5136 -2.28735
123  55.4638 -20.3698 -2.31191
124  54.7252 -21.2441 -2.31433
125  54.7181 -21.1795 -2.03616
126  55.4565 -20.1287 -2.23048
127  56.2046 -19.2404 -2.33953
128  57.0508 -18.3589 -2.33338
129  57.7383 -17.6388 -2.42759
130  58.4669 -16.9373  -2.0815
131   59.108 -17.0508 -0.54522
132   60.1338  -17.7757 -0.652521
133   61.0334  -18.4991 -0.578412
134   61.8499    -19.12 -0.567008
135  62.4418 -19.0647 0.654048
136 63.3804 -18.278  0.7116
137  64.3154 -17.4713 0.748288
138  65.1168 -16.6302  0.73698
139  65.6838  -16.082 0.437693
140  66.7963 -15.5545 0.437693
