1105.81 1107.71
1108.79 1110.68
1105.69 1107.51
1133.82 1135.36
1119.87 1121.31
1018 1021
1156.32 1149.71
1179 1171
1734 1600
805.816 872.336
1137.95    1114
4176.86 4954.28
598 486
1018.05 1011.84
1152.2 1161.1
1195.35  1206.7
