     0.882     -0.019          0          0          0 -0.0261769
  0.936325 -0.0209767          0          0          0 -0.0261769
   1.24625 -0.0361914          0          0          0 -0.0261769
   1.42684 -0.0449303          0          0          0 -0.0261769
   1.59552 -0.0526743          0          0          0 -0.0261769
   1.83585 -0.0643342          0          0          0 -0.0261769
   1.92493 -0.0689373          0          0          0 -0.0261769
   2.09245 -0.0766714          0          0          0 -0.0261769
   2.17784 -0.0800483          0          0          0 -0.0261769
   2.26131 -0.0843189          0          0          0 -0.0261769
   2.42799  -0.092038          0          0          0 -0.0261769
   2.51133 -0.0959797          0          0          0 -0.0261769
   2.59468 -0.0996799          0          0          0 -0.0261769
   2.67995  -0.104037          0          0          0 -0.0261769
   2.93079  -0.116031          0          0          0 -0.0261769
     3.183  -0.127041          0          0          0 -0.0261769
   3.51626  -0.142398          0          0          0 -0.0261769
   3.60303  -0.146761          0          0          0 -0.0261769
   3.76634  -0.154102          0          0          0 -0.0261769
   4.01725   -0.16541          0          0          0 -0.0261769
   4.34838  -0.179476          0          0          0 -0.0261769
   4.44008  -0.183123          0          0          0 -0.0261769
   4.72299   -0.19525          0          0          0 -0.0261769
   4.93922  -0.204131          0          0          0 -0.0261769
   5.10519  -0.211767          0          0          0 -0.0261769
   5.26178  -0.220545          0          0          0 -0.0306688
   5.52417  -0.249947          0          0          0 -0.0849242
   5.77026  -0.293707          0          0          0 -0.0871557
   6.01555  -0.338713          0          0          0 -0.0871557
   6.33987  -0.397677          0          0          0 -0.0871557
    6.4301  -0.413849          0          0          0 -0.0871557
   6.67424  -0.456963          0          0          0 -0.0871557
   6.99432  -0.515097          0          0          0 -0.0871557
   7.45204  -0.597507          0          0          0 -0.0871557
   7.82166   -0.66406          0          0          0 -0.0871557
   7.91055  -0.680333          0          0          0 -0.0871557
   8.07282  -0.709203          0          0          0 -0.0871557
   8.15622  -0.724178          0          0          0 -0.0871557
    8.2366  -0.738091          0          0          0 -0.0871557
   8.48548  -0.782466          0          0          0 -0.0871557
   8.73245  -0.827461          0          0          0 -0.0871557
   8.98048  -0.872466          0          0          0 -0.0871557
   9.22565  -0.917466          0          0          0 -0.0871557
   9.52461  -0.971009          0          0          0 -0.0871557
   9.63659  -0.991726          0          0          0 -0.0871557
   9.71774   -1.00648          0          0          0 -0.0871557
   9.96476   -1.05149          0          0          0 -0.0871557
   10.3774   -1.12673          0          0          0 -0.0871557
  10.9481  -1.26172         0         0         0 -0.188642
 11.1649 -1.38419        0        0        0 -0.32242
  11.3391  -1.56501         0         0         0 -0.458848
  11.4519  -1.78816         0         0         0 -0.584272
  11.4957  -2.03374         0         0         0 -0.697786
   11.497   -2.2867         0         0         0 -0.707107
   11.497  -2.53765         0         0         0 -0.707107
  11.4893  -2.78864         0         0         0 -0.736773
  11.4488  -3.03779         0         0         0 -0.771625
  11.4156  -3.20113         0         0         0 -0.777146
  11.3479  -3.52977         0         0         0 -0.777146
  11.2049  -4.01105         0         0         0 -0.847647
  10.9838  -4.45739         0         0         0 -0.848048
 10.7599 -4.90625        0        0        0 -0.85264
  10.5838  -5.33294         0         0         0 -0.790218
   10.558  -5.56895         0         0         0 -0.682028
  10.5981  -5.75923         0         0         0 -0.568446
   10.705  -5.95497         0         0         0 -0.469472
  10.856 -6.17003        0        0        0 -0.45399
   10.922  -6.25797         0         0         0 -0.414693
   10.826     -6.15         0         0         0 -0.414693
   10.821    -6.144         0         0         0 -0.308456
  10.8214    -6.144         0         0         0 -0.213439
  10.9272  -6.18368         0         0         0 -0.173648
  10.8362  -6.15489         0         0         0 -0.270511
 11.0385 -6.25626        0        0        0 -0.21644
 11.3338 -6.39599        0        0        0 -0.21644
 11.5257 -6.48534        0        0        0 -0.21644
 11.7883 -6.60846        0        0        0 -0.21644
 11.8643 -6.64403        0        0        0 -0.21644
 12.0919 -6.75076        0        0        0 -0.21644
 12.1682 -6.78598        0        0        0 -0.21644
 12.2427 -6.82089        0        0        0 -0.21644
 12.3179 -6.85676        0        0        0 -0.21644
  12.5448   -6.9671         0         0         0 -0.243016
 12.6188 -7.00823        0        0        0 -0.26403
   12.823  -7.15472         0         0         0 -0.361864
  12.9667  -7.28849         0         0         0 -0.366501
  13.1273    -7.439         0         0         0 -0.374607
  13.1872  -7.49562         0         0         0 -0.374607
   13.368  -7.67021         0         0         0 -0.382683
  13.5464   -7.8456         0         0         0 -0.382683
  13.7258  -8.02295         0         0         0 -0.382683
  13.9037  -8.19987         0         0         0 -0.382683
  14.0791  -8.38146         0         0         0 -0.405542
  14.2451  -8.56653         0         0         0 -0.406737
   14.413  -8.75455         0         0         0 -0.406737
  14.5437  -8.90076         0         0         0 -0.406737
  14.7481  -9.12935         0         0         0 -0.406737
  14.9165  -9.31811         0         0         0 -0.406737
  15.0824  -9.50395         0         0         0 -0.406737
  15.2866  -9.73371         0         0         0 -0.406737
  15.5816  -10.0642         0         0         0 -0.406737
  15.7892  -10.2943         0         0         0 -0.398244
  16.1313  -10.5705         0         0         0 -0.243522
  16.3583  -10.6866         0         0         0 -0.233445
  16.5843  -10.7987         0         0         0 -0.224951
  16.8121  -10.8959         0         0         0 -0.166119
  16.9719  -10.9413         0         0         0 -0.097817
   17.2514   -10.9735          0          0          0 -0.0274952
    17.3059    -10.9749           0           0           0 -0.00980702
  17.555 -10.9506        0        0        0 0.111637
  17.797 -10.8789        0        0        0 0.147809
17.9688 -10.828       0       0       0 0.13071
 18.1161 -10.7882        0        0        0 0.130526
  18.357 -10.7233        0        0        0 0.130526
  18.599 -10.6583        0        0        0 0.130526
  18.839 -10.5933        0        0        0 0.130526
  19.081 -10.5312        0        0        0 0.121869
 19.3231 -10.4702        0        0        0 0.121869
  19.568 -10.4088        0        0        0 0.113203
  19.8171  -10.3568         0         0         0 0.0784591
  20.0632  -10.3178         0         0         0 0.0784591
  20.3102  -10.2798         0         0         0 0.0784591
  20.6133  -10.2346         0         0         0 0.0784591
  20.7247  -10.2169         0         0         0 0.0784591
  21.0532  -10.1658         0         0         0 0.0784591
  21.3587  -10.1185         0         0         0 0.0784591
  21.7973  -10.0505         0         0         0 0.0784591
  22.0433  -10.0125         0         0         0 0.0784591
  22.2923  -9.97547         0         0         0 0.0784591
 22.5963 -9.92702        0        0        0  0.08907
 23.0234 -9.81811        0        0        0 0.139173
  23.267 -9.75162        0        0        0 0.139173
 23.5082  -9.6846        0        0        0 0.139173
  23.749  -9.6166        0        0        0 0.139173
  23.989  -9.5496        0        0        0 0.139173
 24.2825 -9.46417        0        0        0 0.147809
 24.7083 -9.33846        0        0        0 0.147809
 25.0052 -9.25194        0        0        0 0.147809
 25.2166 -9.18086        0        0        0 0.180286
 25.4211 -9.10013        0        0        0  0.18353
 25.5795 -9.03688        0        0        0 0.190809
  25.656  -9.0051        0        0        0 0.192115
 25.9351 -8.87304        0        0        0 0.241922
 26.3127 -8.66983        0        0        0 0.241922
 26.4563 -8.59275        0        0        0 0.241922
 26.5347 -8.54997        0        0        0 0.241922
  26.822 -8.39556        0        0        0 0.241922
  26.906  -8.3502        0        0        0 0.241922
 27.1481 -8.22609        0        0        0 0.220127
 27.2082 -8.19952        0        0        0 0.201525
 27.4415 -8.10424        0        0        0 0.190809
 27.5181 -8.07356        0        0        0 0.190809
 27.5956 -8.04312        0        0        0 0.182236
 27.6737 -8.01208        0        0        0 0.182236
 27.8475 -7.94869        0        0        0 0.160037
 27.9105 -7.92873        0        0        0 0.141169
 28.0708 -7.88875        0        0        0 0.104528
 28.1524 -7.87025        0        0        0 0.104528
