0      0.882     -0.019          0          0          0 -0.0261769
33      0.882     -0.019          0          0          0 -0.0261769
108   0.895327 -0.0192959          0          0          0 -0.0261769
109    0.99668 -0.0237783          0          0          0 -0.0261769
110    1.51114 -0.0489697          0          0          0 -0.0261769
111    1.67694 -0.0569364          0          0          0 -0.0261769
112    1.76286 -0.0603142          0          0          0 -0.0261769
113    1.84389 -0.0646761          0          0          0 -0.0261769
114    1.92493 -0.0689373          0          0          0 -0.0261769
115    2.09245 -0.0766714          0          0          0 -0.0261769
116     2.2499 -0.0838532          0          0          0 -0.0261769
117    2.51133 -0.0959797          0          0          0 -0.0261769
118    2.59468 -0.0996799          0          0          0 -0.0261769
119    2.76306  -0.107323          0          0          0 -0.0261769
120    2.84697  -0.111679          0          0          0 -0.0261769
121    2.93079  -0.116031          0          0          0 -0.0261769
122    3.09706  -0.123024          0          0          0 -0.0261769
123      3.183  -0.127041          0          0          0 -0.0261769
124    3.34834   -0.13468          0          0          0 -0.0261769
125    3.43302  -0.139041          0          0          0 -0.0261769
126    3.76634  -0.154102          0          0          0 -0.0261769
127    3.85173  -0.157759          0          0          0 -0.0261769
128    4.05723   -0.16697          0          0          0 -0.0261769
129    4.73601     -0.196          0          0          0 -0.0261769
130    4.98537  -0.206023          0          0          0 -0.0261769
131    5.10519  -0.211767          0          0          0 -0.0261769
132    5.26178  -0.220545          0          0          0 -0.0306688
133    5.46306  -0.240648          0          0          0 -0.0701258
134    6.09248  -0.352606          0          0          0 -0.0871557
135    6.26248  -0.383701          0          0          0 -0.0871557
136     6.4301  -0.413849          0          0          0 -0.0871557
137     6.5929  -0.442412          0          0          0 -0.0871557
138    6.74594   -0.47003          0          0          0 -0.0871557
139    6.99432  -0.515097          0          0          0 -0.0871557
140    7.25132  -0.561078          0          0          0 -0.0871557
141    7.46403  -0.599725          0          0          0 -0.0871557
142    7.82166   -0.66406          0          0          0 -0.0871557
143    7.99179  -0.695085          0          0          0 -0.0871557
144    8.17847  -0.727811          0          0          0 -0.0871557
145     8.4244  -0.771472          0          0          0 -0.0871557
146    8.80901  -0.841309          0          0          0 -0.0871557
147    8.98048  -0.872466          0          0          0 -0.0871557
148    9.14247  -0.902345          0          0          0 -0.0871557
149    9.22565  -0.917466          0          0          0 -0.0871557
150    9.41415  -0.951721          0          0          0 -0.0871557
151    9.55505  -0.976601          0          0          0 -0.0871557
152    9.71774   -1.00648          0          0          0 -0.0871557
153     9.9065   -1.04085          0          0          0 -0.0871557
154    10.2646   -1.10619          0          0          0 -0.0871557
156   10.6734  -1.18188         0         0         0 -0.106014
158   10.9481  -1.26172         0         0         0 -0.188642
